genes,non-responder_T2D,responder_T2D,control
ENSG00000000419,3.295639299805714,2.8960863878767293,6.445331823550063
ENSG00000001036,5.5590344364063125,3.409512032812292,4.338589532151852
ENSG00000001084,1.1283566807253878,1.3895296640379868,1.2606879594353166
ENSG00000001630,0.3007804021073476,0.2769027766820984,0.24906768268795765
ENSG00000002549,8.142845926225165,8.749855093534247,22.32171872637388
ENSG00000002587,0.3018387750385408,0.3819715681758537,0.17938636739982244
ENSG00000003987,0.00827294599263227,0.006336131749949581,0.00145139068874343
ENSG00000004455,9.330516158434897,7.42630437226951,15.073689730759781
ENSG00000004468,0.8890743350655421,1.0050214633398387,2.071177080426106
ENSG00000004478,22.866663901773784,22.998071018616827,20.428281296620042
ENSG00000004779,3.705513097232557,3.0131063986013813,2.9495198312614432
ENSG00000004809,0.15708542301337802,0.03806851183847711,0.07127768402625634
ENSG00000004864,0.13930207129521074,0.1753646956460336,0.2657724020600493
ENSG00000004939,2.9847430611757977,7.314675440407731,3.6335691695298835
ENSG00000004961,5.528698464295877,4.457121480828798,4.989210668932559
ENSG00000005022,263.54831493902094,178.03157551030844,283.79271110900635
ENSG00000005075,38.5994662278531,30.453759985179822,85.21477671012453
ENSG00000005187,0.5052650810257292,0.6765170695497323,0.527107463204642
ENSG00000005339,12.089183093988531,11.464629016428505,22.798835232691754
ENSG00000005381,9.139918565847163,3.209088514918632,31.522272196025323
ENSG00000005469,0.433213937787726,0.47481330722340614,0.5503732229021827
ENSG00000005471,0.3179585335236518,0.4551164149486874,0.31881727791747255
ENSG00000005810,1.8835149776756268,3.1234408625152525,3.2669263793618364
ENSG00000005882,9.286747010369359,8.957908932145676,13.726739498439173
ENSG00000006007,16.74652892432227,16.862273080430985,20.84708959301517
ENSG00000006530,0.5524563364580243,0.5476949349995228,0.7042865597605075
ENSG00000006534,20.570394421801446,33.48429418493966,23.032426842738527
ENSG00000006625,3.4750333170079903,4.160457184576126,3.254041017883767
ENSG00000006695,0.41153937935040086,0.31467320208168176,0.2824605638051753
ENSG00000006756,5.29254227939613,5.894125223698394,3.688028291788072
ENSG00000006757,0.5259242115238205,0.7278091570197666,0.42819605890038337
ENSG00000007168,5.497249140057437,4.635029882033143,7.622967612105024
ENSG00000007171,0.029241558094114318,0.03180684069028453,0.01474645865000238
ENSG00000007541,14.008835559972578,13.00444677847815,12.779797262122251
ENSG00000007944,59.17172866614427,77.19095125069711,154.15943837961996
ENSG00000008130,119.84285454771194,74.90449206207094,149.5828260272979
ENSG00000008311,0.08401923827117873,0.14249267832126927,0.14949643967669607
ENSG00000008394,1.472497926613223,0.49837476491521915,3.0557195867964957
ENSG00000008513,8.048438537309593,9.826041625730397,11.76326141188963
ENSG00000009335,1.7098402570170859,1.7959061358393769,2.2151799147843367
ENSG00000009413,0.39877683670846203,0.628143311010483,0.6706266178384261
ENSG00000009830,1.135636260308969,1.3808309167660262,1.760963521285456
ENSG00000010256,48.20093021174576,42.1286133864887,55.57023412659784
ENSG00000010404,60.76633298173756,49.02694110679894,96.20227490081008
ENSG00000011009,79.2448088408732,91.93310357273633,98.27948136209211
ENSG00000011052,0.4080060007362555,0.4539194311320017,0.29998817872610034
ENSG00000011198,7.236821037986937,6.431166540910463,14.650850554324572
ENSG00000011275,3.323247146238395,3.7587257044466766,5.073369502954881
ENSG00000011405,0.826123041196829,2.400598434258014,1.513566723876424
ENSG00000012232,9.48287335090524,5.646482525245963,12.17670017769677
ENSG00000012660,6.8619849868731375,5.8195410606905025,11.557337174394874
ENSG00000012779,34.95696792386608,20.230282878995883,62.668471557544954
ENSG00000012963,2.5254384073319285,2.476414606138383,2.9501713973825203
ENSG00000013288,16.487268365239718,12.369604875387285,21.280883374075245
ENSG00000013375,1.4187918541666125,1.6432834753322414,1.6908777957953993
ENSG00000013392,2.4685350616331236,3.272621560191962,5.059836449461318
ENSG00000013503,0.1282441126388493,0.16677085878388462,0.16064386498151634
ENSG00000013561,1.2772538180876727,1.5268221414781946,1.52072408143301
ENSG00000014138,1.597685812218028,1.5529296460350088,2.5031577490667094
ENSG00000014641,8.597315173580647,8.20584365152211,10.321355664940324
ENSG00000015413,0.00858970466617183,0.00572765547480643,0.012731797318934802
ENSG00000015532,10.477657102540448,11.219240798512699,8.677533253963038
ENSG00000016864,5.675805373874053,7.690035493569421,5.427791282428315
ENSG00000017260,0.8343726707509086,0.8513735652626286,1.4922108812614157
ENSG00000017483,12.02722727532696,14.787916840996763,9.523402827716888
ENSG00000017797,10.142915574007269,9.271481890801336,15.193558662606094
ENSG00000018280,226.59928699189086,181.39808418299123,386.5052937651042
ENSG00000018510,0.39698233986035714,0.4300259155217149,0.4432302663223596
ENSG00000018625,0.07477849277752117,0.01295416940699802,0.02554183231185126
ENSG00000021826,0.00881509662082578,0.016316159609722568,0.00612384023593693
ENSG00000023041,8.547979408957945,8.860088920877606,9.587418230626474
ENSG00000023228,2.6347018685088566,4.311871296184145,5.9452742346658995
ENSG00000023330,14.818952594542775,9.710588198028141,17.87325241547878
ENSG00000023572,0.6285009627725792,0.6296253909938462,0.7679096327274862
ENSG00000023697,0.47237496596476153,0.32164676056218494,0.4444539363380495
ENSG00000023839,0.24835949252878325,0.2719024865854526,0.4293116319975273
ENSG00000023909,1.54735964041743,4.6200062676847615,1.5825661939143143
ENSG00000024048,4.316282941508914,4.535781635890139,8.185307634532808
ENSG00000025423,0.10126775833712354,0.04361644123345415,0.26709885775756254
ENSG00000025708,587.6838560902248,801.3936196268963,508.8951336907259
ENSG00000025800,4.077417380394872,8.826513336796245,4.076782021172113
ENSG00000026652,0.6805484995604665,0.8262077289998284,0.9998921170135588
ENSG00000027847,14.33955280404005,11.010606752866465,14.671517318596676
ENSG00000030066,1.971356962139111,2.789613513671102,2.0136568954068417
ENSG00000032444,38.415409596190194,37.70818459639926,38.195622756321676
ENSG00000033011,4.515585575611551,2.626173459620614,3.1407553472280254
ENSG00000033100,117.06601512492611,70.08905198125191,122.50595891343876
ENSG00000033170,0.18280485853218117,0.2519444531693964,0.16994994045361703
ENSG00000033178,0.8832257490274331,1.5937351119478593,1.269861030792418
ENSG00000033627,4.437744222932624,4.345384090838468,4.78249216730711
ENSG00000033867,0.730121672708802,1.534891991916623,1.0896674227839238
ENSG00000034677,5.249037770676234,6.5308276155338705,9.05948648813987
ENSG00000036565,0.02164792547103467,0.00896781345141465,0.03542591221930742
ENSG00000036672,0.11373923268902938,0.16258797050655485,0.13403145350368278
ENSG00000037757,14.45235777646958,12.217327235118068,18.161986337123473
ENSG00000037897,4.882627141351547,2.518417824937129,3.406006279080432
ENSG00000038002,3.7900113796397976,3.1535350787695706,4.130570227694863
ENSG00000038210,0.8076379280302002,1.154664761271049,2.7340651919949304
ENSG00000038274,19.20839639284494,16.31116415097938,27.564072486247646
ENSG00000039650,80.56046778429784,92.35412236332016,85.79996215635998
ENSG00000040933,3.88970712835566,4.389819989155072,7.383040787914373
ENSG00000041880,8.536214708597864,9.930909455269816,11.57484335349918
ENSG00000043514,0.7304809066414609,0.6945643153222233,0.8486321933816082
